y,preds,name,type,cell_type_label,disease
0.0,0,ALKBH2,test,epithelial cell,IBD
0.0,0,HTATIP2,test,epithelial cell,IBD
0.0,0,CALR,test,epithelial cell,IBD
0.0,0,PRKAG1,test,epithelial cell,IBD
0.0,0,RANBP1,test,epithelial cell,IBD
0.0,0,SLC15A2,test,epithelial cell,IBD
0.0,0,PRDX1,test,epithelial cell,IBD
0.0,0,MAP3K13,test,epithelial cell,IBD
0.0,0,NPM1,test,epithelial cell,IBD
0.0,0,KRT10,test,epithelial cell,IBD
0.0,0,CDKN1A,test,epithelial cell,IBD
0.0,0,PDK4,test,epithelial cell,IBD
0.0,0,HNMT,test,epithelial cell,IBD
0.0,0,CALM2,test,epithelial cell,IBD
0.0,0,MCFD2,test,epithelial cell,IBD
0.0,0,KEAP1,test,epithelial cell,IBD
0.0,0,TUBG1,test,epithelial cell,IBD
1.0,0,MMP1,test,epithelial cell,IBD
0.0,0,COX4I1,test,epithelial cell,IBD
0.0,0,WEE1,test,epithelial cell,IBD
0.0,0,PHKG1,test,epithelial cell,IBD
0.0,0,GSTM4,test,epithelial cell,IBD
0.0,0,ATP6V1C2,test,epithelial cell,IBD
0.0,0,ATP6V1G1,test,epithelial cell,IBD
0.0,0,KCNJ11,test,epithelial cell,IBD
0.0,0,GGPS1,test,epithelial cell,IBD
0.0,0,PSMB1,test,epithelial cell,IBD
0.0,0,ALAD,test,epithelial cell,IBD
1.0,0,PTGS2,test,epithelial cell,IBD
0.0,0,MAP4,test,epithelial cell,IBD
0.0,0,NQO1,test,epithelial cell,IBD
0.0,0,PHB2,test,epithelial cell,IBD
0.0,0,CKS1B,test,epithelial cell,IBD
0.0,0,C1QBP,test,epithelial cell,IBD
0.0,0,CCT3,test,epithelial cell,IBD
0.0,0,TUBA4A,test,epithelial cell,IBD
1.0,0,DDB1,test,epithelial cell,IBD
0.0,0,STK39,test,epithelial cell,IBD
0.0,0,ALDH1A1,test,epithelial cell,IBD
0.0,0,F3,test,epithelial cell,IBD
0.0,0,GSTO2,test,epithelial cell,IBD
0.0,0,ODC1,test,epithelial cell,IBD
0.0,0,PKM,test,epithelial cell,IBD
0.0,0,NCS1,test,epithelial cell,IBD
0.0,0,ATP6V1D,test,epithelial cell,IBD
0.0,0,CTPS1,test,erythroid progenitor,IBD
0.0,0,C1QBP,test,erythroid progenitor,IBD
0.0,0,PFAS,test,erythroid progenitor,IBD
0.0,0,SPTLC1,test,erythroid progenitor,IBD
0.0,0,PHB2,test,erythroid progenitor,IBD
0.0,0,OGFOD2,test,erythroid progenitor,IBD
0.0,0,CALM2,test,erythroid progenitor,IBD
0.0,0,CSNK1A1,test,erythroid progenitor,IBD
0.0,0,S100A6,test,erythroid progenitor,IBD
0.0,0,COX4I1,test,erythroid progenitor,IBD
0.0,0,TUBG1,test,erythroid progenitor,IBD
0.0,0,PNP,test,erythroid progenitor,IBD
0.0,0,MAP4K4,test,erythroid progenitor,IBD
0.0,0,RANBP1,test,erythroid progenitor,IBD
1.0,0,RBX1,test,erythroid progenitor,IBD
0.0,0,ITGA2B,test,erythroid progenitor,IBD
0.0,0,ALAD,test,erythroid progenitor,IBD
1.0,0,JAK2,test,erythroid progenitor,IBD
0.0,0,CAT,test,erythroid progenitor,IBD
0.0,0,SF1,test,erythroid progenitor,IBD
0.0,0,TAOK3,test,erythroid progenitor,IBD
0.0,0,PSMB1,test,erythroid progenitor,IBD
0.0,0,CALR,test,erythroid progenitor,IBD
0.0,0,PML,test,erythroid progenitor,IBD
0.0,0,ALDH1A1,test,erythroid progenitor,IBD
0.0,0,RAF1,test,erythroid progenitor,IBD
0.0,0,MAP3K4,test,erythroid progenitor,IBD
0.0,0,KEAP1,test,erythroid progenitor,IBD
0.0,0,CKS1B,test,erythroid progenitor,IBD
0.0,0,MTAP,test,erythroid progenitor,IBD
0.0,0,PPT1,test,erythroid progenitor,IBD
0.0,0,FARSA,test,erythroid progenitor,IBD
0.0,0,BMP2K,test,erythroid progenitor,IBD
0.0,0,WEE1,test,erythroid progenitor,IBD
0.0,0,PRKAG1,test,erythroid progenitor,IBD
0.0,0,HNRNPD,test,erythroid progenitor,IBD
0.0,0,RIOK1,test,erythroid progenitor,IBD
0.0,0,COX6B1,test,erythroid progenitor,IBD
1.0,0,ITGA4,test,erythroid progenitor,IBD
0.0,0,EIF2AK2,test,erythroid progenitor,IBD
0.0,0,HSPB1,test,erythroid progenitor,IBD
1.0,0,NCBP2,test,erythroid progenitor,IBD
1.0,0,DDB1,test,erythroid progenitor,IBD
0.0,0,RIOK2,test,erythroid progenitor,IBD
0.0,0,PKMYT1,test,erythroid progenitor,IBD
0.0,0,DLAT,test,erythroid progenitor,IBD
0.0,0,CBX5,test,erythroid progenitor,IBD
0.0,0,AURKA,test,erythroid progenitor,IBD
0.0,0,MAP3K13,test,erythroid progenitor,IBD
0.0,0,PIM1,test,erythroid progenitor,IBD
0.0,0,PRDX1,test,erythroid progenitor,IBD
0.0,0,CCT3,test,erythroid progenitor,IBD
0.0,0,CAST,test,erythroid progenitor,IBD
0.0,0,NPM1,test,erythroid progenitor,IBD
0.0,0,ODC1,test,erythroid progenitor,IBD
0.0,0,GCDH,test,erythroid progenitor,IBD
0.0,0,GSTM2,test,erythroid progenitor,IBD
0.0,0,CTDSP1,test,erythroid progenitor,IBD
0.0,0,HBB,test,erythroid progenitor,IBD
0.0,0,TARS2,test,erythroid progenitor,IBD
0.0,0,ACADS,test,erythroid progenitor,IBD
0.0,0,GSTM4,test,erythroid progenitor,IBD
0.0,0,PKN2,test,erythroid progenitor,IBD
1.0,0,CXCL10,test,esm,IBD
1.0,0,MMP1,test,esm,IBD
1.0,0,PTGS2,test,esm,IBD
1.0,0,IL2RA,test,esm,IBD
1.0,0,TPH1,test,esm,IBD
0.0,0,CAST,test,esm,IBD
0.0,0,HNMT,test,esm,IBD
1.0,0,PRKCA,test,esm,IBD
0.0,0,CALM2,test,esm,IBD
1.0,0,PRKD3,test,esm,IBD
0.0,0,CRYZ,test,esm,IBD
1.0,0,SELPLG,test,esm,IBD
0.0,0,KCNJ11,test,esm,IBD
0.0,0,DPYD,test,esm,IBD
0.0,0,IRAK3,test,esm,IBD
1.0,0,VDR,test,esm,IBD
0.0,0,ITGA2B,test,esm,IBD
0.0,0,SLC22A6,test,esm,IBD
1.0,0,OPRM1,test,esm,IBD
0.0,0,NEIL2,test,esm,IBD
0.0,0,HIPK2,test,esm,IBD
0.0,0,HNRNPD,test,esm,IBD
1.0,0,JAK2,test,esm,IBD
0.0,0,DYRK1A,test,esm,IBD
0.0,0,GSTO2,test,esm,IBD
0.0,0,ACSS2,test,esm,IBD
0.0,0,HSPA13,test,esm,IBD
0.0,0,DYRK1B,test,esm,IBD
0.0,0,LUM,test,esm,IBD
0.0,0,DLAT,test,esm,IBD
0.0,0,S100A6,test,esm,IBD
0.0,0,RDH13,test,esm,IBD
1.0,0,GABRA2,test,esm,IBD
0.0,0,CACNA1H,test,esm,IBD
0.0,0,SLC38A2,test,esm,IBD
1.0,0,DDB1,test,esm,IBD
0.0,0,PTPN4,test,esm,IBD
0.0,0,TUBA4A,test,esm,IBD
0.0,0,PRKAG1,test,esm,IBD
0.0,0,SF1,test,esm,IBD
1.0,0,NCBP2,test,esm,IBD
0.0,0,GGPS1,test,esm,IBD
1.0,0,FFAR2,test,esm,IBD
0.0,0,BMP2K,test,esm,IBD
1.0,0,GABRG3,test,esm,IBD
0.0,0,PKM,test,esm,IBD
0.0,0,TUBG1,test,esm,IBD
1.0,0,GABRA6,test,esm,IBD
0.0,0,HBB,test,esm,IBD
0.0,0,HPR,test,esm,IBD
0.0,0,FARSA,test,esm,IBD
0.0,0,SERPINB6,test,esm,IBD
0.0,0,IMPA2,test,esm,IBD
0.0,0,TAOK3,test,esm,IBD
1.0,0,S1PR1,test,esm,IBD
0.0,0,EZH1,test,esm,IBD
0.0,0,SLC7A2,test,esm,IBD
0.0,0,KCNQ5,test,esm,IBD
0.0,0,EPHA5,test,esm,IBD
0.0,0,HTATIP2,test,esm,IBD
0.0,0,STK35,test,esm,IBD
0.0,0,CACNA1G,test,esm,IBD
0.0,0,EPAS1,test,esm,IBD
0.0,0,MARK4,test,esm,IBD
1.0,0,ITGA4,test,esm,IBD
0.0,0,ALAD,test,esm,IBD
0.0,0,MAP3K13,test,esm,IBD
0.0,0,TBXAS1,test,esm,IBD
0.0,0,F3,test,esm,IBD
0.0,0,GCDH,test,esm,IBD
0.0,0,PPARGC1B,test,esm,IBD
0.0,0,SLC10A2,test,esm,IBD
0.0,0,RIOK2,test,esm,IBD
1.0,0,HRH1,test,esm,IBD
0.0,0,CHRNA7,test,esm,IBD
0.0,0,CALCA,test,esm,IBD
0.0,0,GSTM4,test,esm,IBD
0.0,0,FGFR4,test,esm,IBD
0.0,0,RAF1,test,esm,IBD
0.0,0,EGF,test,esm,IBD
0.0,0,PNP,test,esm,IBD
0.0,0,RIPK4,test,esm,IBD
0.0,0,HSPA5,test,esm,IBD
0.0,0,TNNC2,test,esm,IBD
0.0,0,CHRNB4,test,esm,IBD
0.0,0,RRM2B,test,esm,IBD
0.0,0,SRR,test,esm,IBD
0.0,0,EIF2AK2,test,esm,IBD
0.0,0,RGN,test,esm,IBD
0.0,0,PRSS1,test,esm,IBD
0.0,0,PAK5,test,esm,IBD
0.0,0,PHKG1,test,esm,IBD
1.0,0,SMAD7,test,esm,IBD
0.0,0,PTGDS,test,esm,IBD
0.0,0,PDPK1,test,esm,IBD
0.0,0,OXTR,test,esm,IBD
0.0,0,AVPR1B,test,esm,IBD
0.0,0,ELANE,test,esm,IBD
0.0,0,CSNK1A1,test,esm,IBD
0.0,0,TESMIN,test,esm,IBD
0.0,0,PLOD3,test,esm,IBD
0.0,0,MOCOS,test,esm,IBD
0.0,0,PDGFRB,test,esm,IBD
0.0,0,NUAK1,test,esm,IBD
0.0,0,ITGB3,test,esm,IBD
0.0,0,MARK2,test,esm,IBD
0.0,0,CTDSP1,test,esm,IBD
0.0,0,COX6A2,test,esm,IBD
0.0,0,STK39,test,esm,IBD
0.0,0,PML,test,esm,IBD
0.0,0,AGXT,test,esm,IBD
0.0,0,SGPL1,test,esm,IBD
0.0,0,TARS2,test,esm,IBD
0.0,0,OGFOD2,test,esm,IBD
0.0,0,CACNG2,test,esm,IBD
0.0,0,MT1F,test,esm,IBD
0.0,0,GM2A,test,esm,IBD
1.0,0,CD40LG,test,esm,IBD
0.0,0,ODC1,test,esm,IBD
0.0,0,GRIK1,test,esm,IBD
0.0,0,IL11RA,test,esm,IBD
0.0,0,RBP1,test,esm,IBD
0.0,0,GSTM2,test,esm,IBD
0.0,0,CYP17A1,test,esm,IBD
0.0,0,PTGER2,test,esm,IBD
0.0,0,TRPM4,test,esm,IBD
0.0,0,MAP4,test,esm,IBD
0.0,0,ACAD8,test,esm,IBD
0.0,0,GLP1R,test,esm,IBD
0.0,0,KDM5D,test,esm,IBD
0.0,0,CAMK2B,test,esm,IBD
0.0,0,NTRK1,test,esm,IBD
0.0,0,ULK2,test,esm,IBD
0.0,0,F13B,test,esm,IBD
0.0,0,EGLN1,test,esm,IBD
0.0,0,NPM1,test,esm,IBD
0.0,0,ITIH4,test,esm,IBD
0.0,0,GSTA2,test,esm,IBD
0.0,0,PLK2,test,esm,IBD
0.0,0,MAP4K1,test,esm,IBD
0.0,0,P4HA1,test,esm,IBD
0.0,0,HSPB1,test,esm,IBD
0.0,0,NQO1,test,esm,IBD
0.0,0,FGF2,test,esm,IBD
0.0,0,ATP6V1D,test,esm,IBD
0.0,0,PDK4,test,esm,IBD
0.0,0,PKN2,test,esm,IBD
0.0,0,MAPK8IP1,test,esm,IBD
0.0,0,SRC,test,esm,IBD
0.0,0,SMPD1,test,esm,IBD
0.0,0,GPX7,test,esm,IBD
0.0,0,P3H1,test,esm,IBD
0.0,0,KCNA4,test,esm,IBD
0.0,0,CAT,test,esm,IBD
1.0,0,CD3E,test,esm,IBD
0.0,0,GSTA1,test,esm,IBD
0.0,0,SMO,test,esm,IBD
0.0,0,RCAN1,test,esm,IBD
0.0,0,HDAC10,test,esm,IBD
0.0,0,IRAK4,test,esm,IBD
0.0,0,RIOK1,test,esm,IBD
0.0,0,BAAT,test,esm,IBD
0.0,0,SLC52A2,test,esm,IBD
0.0,0,ATP6V1G1,test,esm,IBD
0.0,0,SPTLC1,test,esm,IBD
0.0,0,LRAT,test,esm,IBD
0.0,0,AZGP1,test,esm,IBD
0.0,0,MAP3K4,test,esm,IBD
0.0,0,HTR1D,test,esm,IBD
0.0,0,C4A,test,esm,IBD
0.0,0,CDKN1A,test,esm,IBD
0.0,0,SERPINF1,test,esm,IBD
0.0,0,AURKA,test,esm,IBD
0.0,0,CPE,test,esm,IBD
0.0,0,COX4I1,test,esm,IBD
0.0,0,CCT3,test,esm,IBD
0.0,0,GGT1,test,esm,IBD
0.0,0,HTR6,test,esm,IBD
0.0,0,FOLR3,test,esm,IBD
0.0,0,WEE1,test,esm,IBD
0.0,0,HPX,test,esm,IBD
0.0,0,TRDMT1,test,esm,IBD
0.0,0,CHUK,test,esm,IBD
0.0,0,CTPS1,test,esm,IBD
0.0,0,ATP6V1A,test,esm,IBD
0.0,0,BCHE,test,esm,IBD
0.0,0,HTR3A,test,esm,IBD
0.0,0,FTCD,test,esm,IBD
0.0,0,CAMLG,test,esm,IBD
0.0,0,MCFD2,test,esm,IBD
0.0,0,C1QC,test,esm,IBD
0.0,0,PHB2,test,esm,IBD
0.0,0,SLC15A2,test,esm,IBD
0.0,0,PIM1,test,esm,IBD
0.0,0,CSN3,test,esm,IBD
0.0,0,LIMK1,test,esm,IBD
0.0,0,RORB,test,esm,IBD
0.0,0,CYSLTR1,test,esm,IBD
0.0,0,CYP19A1,test,esm,IBD
0.0,0,MTAP,test,esm,IBD
0.0,0,C5,test,esm,IBD
0.0,0,ULK1,test,esm,IBD
0.0,0,ATP6V1B2,test,esm,IBD
0.0,0,RANBP1,test,esm,IBD
0.0,0,C1QBP,test,esm,IBD
0.0,0,FABP7,test,esm,IBD
0.0,0,PPT1,test,esm,IBD
0.0,0,ALDH1A1,test,esm,IBD
0.0,0,ATP6V1C2,test,esm,IBD
0.0,0,GRB2,test,esm,IBD
0.0,0,KRT10,test,esm,IBD
0.0,0,MKNK1,test,esm,IBD
0.0,0,PSMB1,test,esm,IBD
0.0,0,GPT,test,esm,IBD
0.0,0,CPB2,test,esm,IBD
0.0,0,CBX5,test,esm,IBD
0.0,0,PGR,test,esm,IBD
0.0,0,LIG3,test,esm,IBD
0.0,0,C4B,test,esm,IBD
0.0,0,CA6,test,esm,IBD
0.0,0,ATF2,test,esm,IBD
0.0,0,GLTP,test,esm,IBD
1.0,0,AGTR1,test,esm,IBD
0.0,0,ATP6V0A2,test,esm,IBD
0.0,0,TYRO3,test,esm,IBD
0.0,0,NRXN1,test,esm,IBD
0.0,0,DHCR7,test,esm,IBD
0.0,0,C8G,test,esm,IBD
0.0,0,ABCC9,test,esm,IBD
1.0,0,RBX1,test,esm,IBD
0.0,0,MAP3K1,test,esm,IBD
0.0,0,PAK6,test,esm,IBD
0.0,0,ACADS,test,esm,IBD
0.0,0,ASPA,test,esm,IBD
0.0,0,LATS1,test,esm,IBD
0.0,0,PRDX1,test,esm,IBD
0.0,0,CALR,test,esm,IBD
0.0,0,MDM2,test,esm,IBD
0.0,0,EPHB2,test,esm,IBD
0.0,0,DARS2,test,esm,IBD
0.0,0,NCS1,test,esm,IBD
0.0,0,NEU1,test,esm,IBD
0.0,0,PROC,test,esm,IBD
0.0,0,RIOK3,test,esm,IBD
0.0,0,MAPK7,test,esm,IBD
0.0,0,DAPK3,test,esm,IBD
0.0,0,GRIK5,test,esm,IBD
0.0,0,LDHAL6B,test,esm,IBD
0.0,0,PIK3C2G,test,esm,IBD
0.0,0,FGA,test,esm,IBD
0.0,0,GLA,test,esm,IBD
0.0,0,RAMP2,test,esm,IBD
0.0,0,NPY2R,test,esm,IBD
0.0,0,DHRS4,test,esm,IBD
0.0,0,NAGA,test,esm,IBD
0.0,0,KCNJ12,test,esm,IBD
0.0,0,FOLR1,test,esm,IBD
0.0,0,CDC42BPG,test,esm,IBD
0.0,0,MAP4K4,test,esm,IBD
0.0,0,BECN1,test,esm,IBD
0.0,0,CAMK1G,test,esm,IBD
0.0,0,ATP2C2,test,esm,IBD
0.0,0,GSK3B,test,esm,IBD
0.0,0,PIK3CA,test,esm,IBD
0.0,0,SCN2B,test,esm,IBD
0.0,0,KCNA3,test,esm,IBD
0.0,0,KCNJ3,test,esm,IBD
0.0,0,MAPK6,test,esm,IBD
0.0,0,CLASP1,test,esm,IBD
0.0,0,NSDHL,test,esm,IBD
0.0,0,COX6B1,test,esm,IBD
0.0,0,ALKBH2,test,esm,IBD
0.0,0,AADAT,test,esm,IBD
0.0,0,KEAP1,test,esm,IBD
0.0,0,CYP2C9,test,esm,IBD
0.0,0,PFAS,test,esm,IBD
0.0,0,PKMYT1,test,esm,IBD
0.0,0,AAK1,test,esm,IBD
0.0,0,CASP9,test,esm,IBD
0.0,0,AKR1B1,test,esm,IBD
0.0,0,ATP6V0D2,test,esm,IBD
1.0,0,GABRB3,test,esm,IBD
0.0,0,SLK,test,esm,IBD
0.0,0,CEL,test,esm,IBD
0.0,0,CLK1,test,esm,IBD
0.0,0,AKR1C2,test,esm,IBD
0.0,0,APLP2,test,esm,IBD
0.0,0,CKS1B,test,esm,IBD
0.0,0,CSRP1,test,esm,IBD
0.0,0,CSAD,test,esm,IBD
0.0,0,CPS1,test,esm,IBD
0.0,0,ITPR2,test,esm,IBD
0.0,0,ALDH3A2,test,esm,IBD
0.0,0,F7,test,esm,IBD
0.0,0,AANAT,test,esm,IBD
0.0,0,ACVR1B,test,esm,IBD
0.0,0,CBX5,test,eye photoreceptor cell,IBD
1.0,0,RBX1,test,eye photoreceptor cell,IBD
0.0,0,AADAT,test,eye photoreceptor cell,IBD
0.0,0,HIPK2,test,eye photoreceptor cell,IBD
0.0,0,MAPK8IP1,test,eye photoreceptor cell,IBD
0.0,0,PKN2,test,eye photoreceptor cell,IBD
0.0,0,EPAS1,test,eye photoreceptor cell,IBD
1.0,0,NCBP2,test,eye photoreceptor cell,IBD
0.0,0,PPARGC1B,test,eye photoreceptor cell,IBD
1.0,0,PRKCA,test,eye photoreceptor cell,IBD
1.0,0,GABRB3,test,eye photoreceptor cell,IBD
0.0,0,MAP3K13,test,eye photoreceptor cell,IBD
1.0,0,DDB1,test,eye photoreceptor cell,IBD
0.0,0,SLC7A2,test,eye photoreceptor cell,IBD
0.0,0,ATP6V0D2,test,eye photoreceptor cell,IBD
0.0,0,GRIK5,test,eye photoreceptor cell,IBD
0.0,0,EZH1,test,eye photoreceptor cell,IBD
0.0,0,C1QBP,test,eye photoreceptor cell,IBD
0.0,0,PKMYT1,test,eye photoreceptor cell,IBD
0.0,0,PRDX1,test,eye photoreceptor cell,IBD
0.0,0,ITPR2,test,eye photoreceptor cell,IBD
0.0,0,CLASP1,test,eye photoreceptor cell,IBD
0.0,0,CCT3,test,eye photoreceptor cell,IBD
0.0,0,DYRK1B,test,eye photoreceptor cell,IBD
0.0,0,ATP6V1A,test,eye photoreceptor cell,IBD
0.0,0,ATP6V1B2,test,eye photoreceptor cell,IBD
0.0,0,ULK1,test,eye photoreceptor cell,IBD
0.0,0,EGLN1,test,eye photoreceptor cell,IBD
1.0,0,PRKD3,test,eye photoreceptor cell,IBD
0.0,0,CPE,test,eye photoreceptor cell,IBD
0.0,0,PTPN4,test,eye photoreceptor cell,IBD
0.0,0,PKM,test,eye photoreceptor cell,IBD
0.0,0,HBB,test,eye photoreceptor cell,IBD
0.0,0,MAP3K1,test,eye photoreceptor cell,IBD
0.0,0,PTGDS,test,eye photoreceptor cell,IBD
0.0,0,STK35,test,eye photoreceptor cell,IBD
0.0,0,RORB,test,eye photoreceptor cell,IBD
0.0,0,APLP2,test,eye photoreceptor cell,IBD
0.0,0,STK39,test,eye photoreceptor cell,IBD
0.0,0,TARS2,test,eye photoreceptor cell,IBD
0.0,0,ATP6V1D,test,eye photoreceptor cell,IBD
0.0,0,TRDMT1,test,eye photoreceptor cell,IBD
0.0,0,RRM2B,test,eye photoreceptor cell,IBD
0.0,0,IRAK4,test,eye photoreceptor cell,IBD
0.0,0,EPAS1,test,fibroblast of breast,IBD
0.0,0,MAP4,test,fibroblast of breast,IBD
0.0,0,NPM1,test,fibroblast of breast,IBD
0.0,0,AKR1B1,test,fibroblast of breast,IBD
0.0,0,SERPINB6,test,fibroblast of breast,IBD
1.0,0,PTGS2,test,fibroblast of breast,IBD
0.0,0,SPTLC1,test,fibroblast of breast,IBD
0.0,0,LIMK1,test,fibroblast of breast,IBD
0.0,0,EGLN1,test,fibroblast of breast,IBD
0.0,0,PFAS,test,fibroblast of breast,IBD
0.0,0,HNRNPD,test,fibroblast of breast,IBD
0.0,0,RAMP2,test,fibroblast of breast,IBD
0.0,0,GLA,test,fibroblast of breast,IBD
0.0,0,CCT3,test,fibroblast of breast,IBD
0.0,0,MDM2,test,fibroblast of breast,IBD
0.0,0,ODC1,test,fibroblast of breast,IBD
0.0,0,ALKBH2,test,fibroblast of breast,IBD
0.0,0,IRAK3,test,fibroblast of breast,IBD
0.0,0,MAPK6,test,fibroblast of breast,IBD
0.0,0,EZH1,test,fibroblast of breast,IBD
0.0,0,TYRO3,test,fibroblast of breast,IBD
0.0,0,PRDX1,test,fibroblast of breast,IBD
1.0,0,NCBP2,test,fibroblast of breast,IBD
0.0,0,AZGP1,test,fibroblast of breast,IBD
0.0,0,RCAN1,test,fibroblast of breast,IBD
0.0,0,SERPINF1,test,fibroblast of breast,IBD
0.0,0,MTAP,test,fibroblast of breast,IBD
0.0,0,FARSA,test,fibroblast of breast,IBD
0.0,0,PGR,test,fibroblast of breast,IBD
0.0,0,GPX7,test,fibroblast of breast,IBD
0.0,0,MAP3K4,test,fibroblast of breast,IBD
0.0,0,PSMB1,test,fibroblast of breast,IBD
0.0,0,CAST,test,fibroblast of breast,IBD
0.0,0,F3,test,fibroblast of breast,IBD
0.0,0,CPE,test,fibroblast of breast,IBD
0.0,0,HTATIP2,test,fibroblast of breast,IBD
0.0,0,LUM,test,fibroblast of breast,IBD
0.0,0,DAPK3,test,fibroblast of breast,IBD
0.0,0,PKM,test,fibroblast of breast,IBD
1.0,0,PRKD3,test,fibroblast of breast,IBD
0.0,0,RIOK1,test,fibroblast of breast,IBD
0.0,0,C1QBP,test,fibroblast of breast,IBD
0.0,0,RIOK2,test,fibroblast of breast,IBD
0.0,0,MAP4K4,test,fibroblast of breast,IBD
0.0,0,MCFD2,test,fibroblast of breast,IBD
0.0,0,CKS1B,test,fibroblast of breast,IBD
0.0,0,NCS1,test,fibroblast of breast,IBD
0.0,0,RBP1,test,fibroblast of breast,IBD
0.0,0,CSNK1A1,test,fibroblast of breast,IBD
0.0,0,PDGFRB,test,fibroblast of breast,IBD
0.0,0,PIK3CA,test,fibroblast of breast,IBD
0.0,0,P4HA1,test,fibroblast of breast,IBD
0.0,0,RANBP1,test,fibroblast of breast,IBD
1.0,0,HRH1,test,fibroblast of breast,IBD
0.0,0,CALR,test,fibroblast of breast,IBD
0.0,0,FGF2,test,fibroblast of breast,IBD
0.0,0,ATP6V1B2,test,fibroblast of breast,IBD
1.0,0,SMAD7,test,fibroblast of breast,IBD
0.0,0,CAMLG,test,fibroblast of breast,IBD
0.0,0,HSPA13,test,fibroblast of breast,IBD
0.0,0,ITGB3,test,fibroblast of breast,IBD
0.0,0,PLOD3,test,fibroblast of breast,IBD
0.0,0,HSPA5,test,fibroblast of breast,IBD
0.0,0,ACVR1B,test,fibroblast of breast,IBD
1.0,0,MMP1,test,fibroblast of breast,IBD
0.0,0,S100A6,test,fibroblast of breast,IBD
0.0,0,ATP6V1C2,test,fibroblast of cardiac tissue,IBD
0.0,0,SERPINF1,test,fibroblast of cardiac tissue,IBD
0.0,0,GSTM2,test,fibroblast of cardiac tissue,IBD
0.0,0,PLOD3,test,fibroblast of cardiac tissue,IBD
0.0,0,CSRP1,test,fibroblast of cardiac tissue,IBD
0.0,0,APLP2,test,fibroblast of cardiac tissue,IBD
0.0,0,DYRK1B,test,fibroblast of cardiac tissue,IBD
0.0,0,PGR,test,fibroblast of cardiac tissue,IBD
0.0,0,RIOK3,test,fibroblast of cardiac tissue,IBD
0.0,0,ALDH1A1,test,fibroblast of cardiac tissue,IBD
0.0,0,PDK4,test,fibroblast of cardiac tissue,IBD
0.0,0,PFAS,test,fibroblast of cardiac tissue,IBD
0.0,0,CALR,test,fibroblast of cardiac tissue,IBD
0.0,0,KEAP1,test,fibroblast of cardiac tissue,IBD
0.0,0,S100A6,test,fibroblast of cardiac tissue,IBD
0.0,0,NTRK1,test,fibroblast of cardiac tissue,IBD
0.0,0,LUM,test,fibroblast of cardiac tissue,IBD
0.0,0,PRDX1,test,fibroblast of cardiac tissue,IBD
0.0,0,ABCC9,test,fibroblast of cardiac tissue,IBD
0.0,0,ACADS,test,fibroblast of cardiac tissue,IBD
1.0,0,SMAD7,test,fibroblast of cardiac tissue,IBD
0.0,0,HNMT,test,fibroblast of cardiac tissue,IBD
0.0,0,RBP1,test,fibroblast of cardiac tissue,IBD
0.0,0,HSPB1,test,fibroblast of cardiac tissue,IBD
0.0,0,ULK1,test,fibroblast of cardiac tissue,IBD
0.0,0,LATS1,test,fibroblast of cardiac tissue,IBD
0.0,0,EPAS1,test,fibroblast of cardiac tissue,IBD
0.0,0,SLC38A2,test,fibroblast of cardiac tissue,IBD
0.0,0,IL11RA,test,fibroblast of cardiac tissue,IBD
0.0,0,CKS1B,test,fibroblast of cardiac tissue,IBD
0.0,0,ALDH3A2,test,fibroblast of cardiac tissue,IBD
0.0,0,PKM,test,fibroblast of cardiac tissue,IBD
0.0,0,ELANE,test,fibroblast of cardiac tissue,IBD
0.0,0,COX6A2,test,fibroblast of cardiac tissue,IBD
0.0,0,PDGFRB,test,fibroblast of cardiac tissue,IBD
1.0,0,RBX1,test,fibroblast of cardiac tissue,IBD
0.0,0,FGF2,test,fibroblast of cardiac tissue,IBD
0.0,0,PTGDS,test,fibroblast of cardiac tissue,IBD
0.0,0,PIK3CA,test,fibroblast of cardiac tissue,IBD
0.0,0,CPE,test,fibroblast of cardiac tissue,IBD
0.0,0,MAP4,test,fibroblast of cardiac tissue,IBD
0.0,0,CTDSP1,test,fibroblast,IBD
1.0,0,PRKD3,test,fibroblast,IBD
0.0,0,CAST,test,fibroblast,IBD
0.0,0,ELANE,test,fibroblast,IBD
0.0,0,PIK3CA,test,fibroblast,IBD
0.0,0,IL11RA,test,fibroblast,IBD
0.0,0,PDK4,test,fibroblast,IBD
0.0,0,PLOD3,test,fibroblast,IBD
0.0,0,ALKBH2,test,fibroblast,IBD
0.0,0,CBX5,test,fibroblast,IBD
0.0,0,NPM1,test,fibroblast,IBD
0.0,0,CALM2,test,fibroblast,IBD
0.0,0,MAP4K4,test,fibroblast,IBD
0.0,0,MCFD2,test,fibroblast,IBD
0.0,0,CAT,test,fibroblast,IBD
0.0,0,KRT10,test,fibroblast,IBD
0.0,0,PGR,test,fibroblast,IBD
1.0,0,HRH1,test,fibroblast,IBD
0.0,0,RAMP2,test,fibroblast,IBD
0.0,0,EIF2AK2,test,fibroblast,IBD
0.0,0,CSNK1A1,test,fibroblast,IBD
0.0,0,SLK,test,fibroblast,IBD
0.0,0,CDKN1A,test,fibroblast,IBD
0.0,0,RANBP1,test,fibroblast,IBD
0.0,0,ALDH3A2,test,fibroblast,IBD
0.0,0,PRKAG1,test,fibroblast,IBD
0.0,0,HNMT,test,fibroblast,IBD
0.0,0,WEE1,test,fibroblast,IBD
0.0,0,PKN2,test,fibroblast,IBD
